t,x,y,crs,NO2
2024-10-19,113.77659013525215,-7.020542032458331,b'',1.340432e-05
2024-10-19,113.77659013525215,-7.055264254680547,b'',1.340432e-05
2024-10-20,113.77659013525215,-7.020542032458331,b'',1.1741691e-05
2024-10-20,113.77659013525215,-7.055264254680547,b'',1.1741691e-05
2024-10-21,113.77659013525215,-7.020542032458331,b'',
2024-10-21,113.77659013525215,-7.055264254680547,b'',
2024-10-22,113.77659013525215,-7.020542032458331,b'',
2024-10-22,113.77659013525215,-7.055264254680547,b'',5.9921103e-06
2024-10-23,113.77659013525215,-7.020542032458331,b'',2.1133998e-05
2024-10-23,113.77659013525215,-7.055264254680547,b'',
2024-10-24,113.77659013525215,-7.020542032458331,b'',1.6344997e-05
2024-10-24,113.77659013525215,-7.055264254680547,b'',1.607829e-05
2024-10-25,113.77659013525215,-7.020542032458331,b'',-7.797879e-06
2024-10-25,113.77659013525215,-7.055264254680547,b'',1.8988998e-05
2024-10-26,113.77659013525215,-7.020542032458331,b'',1.42814015e-05
2024-10-26,113.77659013525215,-7.055264254680547,b'',8.490396e-06
2024-10-27,113.77659013525215,-7.020542032458331,b'',-1.5233456e-07
2024-10-27,113.77659013525215,-7.055264254680547,b'',1.0965454e-05
2024-10-28,113.77659013525215,-7.020542032458331,b'',
2024-10-28,113.77659013525215,-7.055264254680547,b'',2.9182722e-05
2024-10-29,113.77659013525215,-7.020542032458331,b'',2.5187877e-05
2024-10-29,113.77659013525215,-7.055264254680547,b'',1.6537404e-05
2024-10-30,113.77659013525215,-7.020542032458331,b'',-1.2772761e-05
2024-10-30,113.77659013525215,-7.055264254680547,b'',4.7426524e-06
2024-10-31,113.77659013525215,-7.020542032458331,b'',-2.9972916e-06
2024-10-31,113.77659013525215,-7.055264254680547,b'',1.025257e-05
2024-11-01,113.77659013525215,-7.020542032458331,b'',
2024-11-01,113.77659013525215,-7.055264254680547,b'',
2024-11-02,113.77659013525215,-7.020542032458331,b'',
2024-11-02,113.77659013525215,-7.055264254680547,b'',
2024-11-03,113.77659013525215,-7.020542032458331,b'',
2024-11-03,113.77659013525215,-7.055264254680547,b'',
2024-11-04,113.77659013525215,-7.020542032458331,b'',
2024-11-04,113.77659013525215,-7.055264254680547,b'',1.6986128e-06
2024-11-05,113.77659013525215,-7.020542032458331,b'',1.7640245e-05
2024-11-05,113.77659013525215,-7.055264254680547,b'',1.7640245e-05
2024-11-06,113.77659013525215,-7.020542032458331,b'',1.1519199e-05
2024-11-06,113.77659013525215,-7.055264254680547,b'',1.1519199e-05
2024-11-07,113.77659013525215,-7.020542032458331,b'',
2024-11-07,113.77659013525215,-7.055264254680547,b'',
2024-11-08,113.77659013525215,-7.020542032458331,b'',
2024-11-08,113.77659013525215,-7.055264254680547,b'',
2024-11-09,113.77659013525215,-7.020542032458331,b'',2.4446632e-05
2024-11-09,113.77659013525215,-7.055264254680547,b'',1.2594115e-05
2024-11-10,113.77659013525215,-7.020542032458331,b'',
2024-11-10,113.77659013525215,-7.055264254680547,b'',
2024-11-11,113.77659013525215,-7.020542032458331,b'',
2024-11-11,113.77659013525215,-7.055264254680547,b'',
2024-11-12,113.77659013525215,-7.020542032458331,b'',
2024-11-12,113.77659013525215,-7.055264254680547,b'',
2024-11-13,113.77659013525215,-7.020542032458331,b'',-3.4751525e-07
2024-11-13,113.77659013525215,-7.055264254680547,b'',
2024-11-14,113.77659013525215,-7.020542032458331,b'',1.5246588e-05
2024-11-14,113.77659013525215,-7.055264254680547,b'',1.5246588e-05
2024-11-15,113.77659013525215,-7.020542032458331,b'',
2024-11-15,113.77659013525215,-7.055264254680547,b'',4.1947474e-06
2024-11-16,113.77659013525215,-7.020542032458331,b'',
2024-11-16,113.77659013525215,-7.055264254680547,b'',
2024-11-17,113.77659013525215,-7.020542032458331,b'',
2024-11-17,113.77659013525215,-7.055264254680547,b'',
2024-11-18,113.77659013525215,-7.020542032458331,b'',
2024-11-18,113.77659013525215,-7.055264254680547,b'',
2024-11-19,113.77659013525215,-7.020542032458331,b'',
2024-11-19,113.77659013525215,-7.055264254680547,b'',
2024-11-20,113.77659013525215,-7.020542032458331,b'',
2024-11-20,113.77659013525215,-7.055264254680547,b'',
2024-11-21,113.77659013525215,-7.020542032458331,b'',
2024-11-21,113.77659013525215,-7.055264254680547,b'',
2024-11-22,113.77659013525215,-7.020542032458331,b'',3.5192716e-06
2024-11-22,113.77659013525215,-7.055264254680547,b'',3.5192716e-06
2024-11-23,113.77659013525215,-7.020542032458331,b'',
2024-11-23,113.77659013525215,-7.055264254680547,b'',
2024-11-24,113.77659013525215,-7.020542032458331,b'',
