t,x,y,crs,NO2
2022-12-16,113.77659013525215,-7.020542032458331,b'',
2022-12-16,113.77659013525215,-7.055264254680547,b'',
2022-12-17,113.77659013525215,-7.020542032458331,b'',
2022-12-17,113.77659013525215,-7.055264254680547,b'',
2022-12-18,113.77659013525215,-7.020542032458331,b'',
2022-12-18,113.77659013525215,-7.055264254680547,b'',
2022-12-19,113.77659013525215,-7.020542032458331,b'',
2022-12-19,113.77659013525215,-7.055264254680547,b'',
2022-12-20,113.77659013525215,-7.020542032458331,b'',
2022-12-20,113.77659013525215,-7.055264254680547,b'',7.586643e-06
2022-12-21,113.77659013525215,-7.020542032458331,b'',
2022-12-21,113.77659013525215,-7.055264254680547,b'',
2022-12-22,113.77659013525215,-7.020542032458331,b'',
2022-12-22,113.77659013525215,-7.055264254680547,b'',
2022-12-23,113.77659013525215,-7.020542032458331,b'',
2022-12-23,113.77659013525215,-7.055264254680547,b'',
2022-12-24,113.77659013525215,-7.020542032458331,b'',
2022-12-24,113.77659013525215,-7.055264254680547,b'',
2022-12-25,113.77659013525215,-7.020542032458331,b'',
2022-12-25,113.77659013525215,-7.055264254680547,b'',
2022-12-26,113.77659013525215,-7.020542032458331,b'',
2022-12-26,113.77659013525215,-7.055264254680547,b'',
2022-12-27,113.77659013525215,-7.020542032458331,b'',
2022-12-27,113.77659013525215,-7.055264254680547,b'',
2022-12-28,113.77659013525215,-7.020542032458331,b'',
2022-12-28,113.77659013525215,-7.055264254680547,b'',
2022-12-29,113.77659013525215,-7.020542032458331,b'',
2022-12-29,113.77659013525215,-7.055264254680547,b'',
2022-12-30,113.77659013525215,-7.020542032458331,b'',
2022-12-30,113.77659013525215,-7.055264254680547,b'',
2022-12-31,113.77659013525215,-7.020542032458331,b'',
2022-12-31,113.77659013525215,-7.055264254680547,b'',
2023-01-01,113.77659013525215,-7.020542032458331,b'',
2023-01-01,113.77659013525215,-7.055264254680547,b'',4.532765e-06
2023-01-02,113.77659013525215,-7.020542032458331,b'',3.7820369e-06
2023-01-02,113.77659013525215,-7.055264254680547,b'',3.7820369e-06
2023-01-03,113.77659013525215,-7.020542032458331,b'',
2023-01-03,113.77659013525215,-7.055264254680547,b'',
2023-01-04,113.77659013525215,-7.020542032458331,b'',
2023-01-04,113.77659013525215,-7.055264254680547,b'',
2023-01-05,113.77659013525215,-7.020542032458331,b'',
2023-01-05,113.77659013525215,-7.055264254680547,b'',
2023-01-06,113.77659013525215,-7.020542032458331,b'',
2023-01-06,113.77659013525215,-7.055264254680547,b'',
2023-01-07,113.77659013525215,-7.020542032458331,b'',4.9156586e-07
2023-01-07,113.77659013525215,-7.055264254680547,b'',4.9156586e-07
2023-01-08,113.77659013525215,-7.020542032458331,b'',
2023-01-08,113.77659013525215,-7.055264254680547,b'',
2023-01-09,113.77659013525215,-7.020542032458331,b'',
2023-01-09,113.77659013525215,-7.055264254680547,b'',
2023-01-10,113.77659013525215,-7.020542032458331,b'',
2023-01-10,113.77659013525215,-7.055264254680547,b'',-1.8934254e-05
2023-01-11,113.77659013525215,-7.020542032458331,b'',
2023-01-11,113.77659013525215,-7.055264254680547,b'',
2023-01-12,113.77659013525215,-7.020542032458331,b'',
2023-01-12,113.77659013525215,-7.055264254680547,b'',2.7439424e-05
2023-01-13,113.77659013525215,-7.020542032458331,b'',
2023-01-13,113.77659013525215,-7.055264254680547,b'',
2023-01-14,113.77659013525215,-7.020542032458331,b'',
2023-01-14,113.77659013525215,-7.055264254680547,b'',
2023-01-15,113.77659013525215,-7.020542032458331,b'',2.1758511e-05
2023-01-15,113.77659013525215,-7.055264254680547,b'',2.1758511e-05
2023-01-16,113.77659013525215,-7.020542032458331,b'',1.3853225e-05
2023-01-16,113.77659013525215,-7.055264254680547,b'',2.1760681e-05
2023-01-17,113.77659013525215,-7.020542032458331,b'',
2023-01-17,113.77659013525215,-7.055264254680547,b'',
2023-01-18,113.77659013525215,-7.020542032458331,b'',
2023-01-18,113.77659013525215,-7.055264254680547,b'',
2023-01-19,113.77659013525215,-7.020542032458331,b'',
2023-01-19,113.77659013525215,-7.055264254680547,b'',
2023-01-20,113.77659013525215,-7.020542032458331,b'',
2023-01-20,113.77659013525215,-7.055264254680547,b'',
2023-01-21,113.77659013525215,-7.020542032458331,b'',
2023-01-21,113.77659013525215,-7.055264254680547,b'',
2023-01-22,113.77659013525215,-7.020542032458331,b'',
2023-01-22,113.77659013525215,-7.055264254680547,b'',
2023-01-23,113.77659013525215,-7.020542032458331,b'',
2023-01-23,113.77659013525215,-7.055264254680547,b'',1.7143953e-05
2023-01-24,113.77659013525215,-7.020542032458331,b'',
2023-01-24,113.77659013525215,-7.055264254680547,b'',
2023-01-25,113.77659013525215,-7.020542032458331,b'',
2023-01-25,113.77659013525215,-7.055264254680547,b'',
2023-01-26,113.77659013525215,-7.020542032458331,b'',
2023-01-26,113.77659013525215,-7.055264254680547,b'',
2023-01-27,113.77659013525215,-7.020542032458331,b'',
2023-01-27,113.77659013525215,-7.055264254680547,b'',
2023-01-28,113.77659013525215,-7.020542032458331,b'',
2023-01-28,113.77659013525215,-7.055264254680547,b'',
2023-01-29,113.77659013525215,-7.020542032458331,b'',
2023-01-29,113.77659013525215,-7.055264254680547,b'',
2023-01-30,113.77659013525215,-7.020542032458331,b'',
2023-01-30,113.77659013525215,-7.055264254680547,b'',
2023-01-31,113.77659013525215,-7.020542032458331,b'',
2023-01-31,113.77659013525215,-7.055264254680547,b'',
2023-02-01,113.77659013525215,-7.020542032458331,b'',
2023-02-01,113.77659013525215,-7.055264254680547,b'',
2023-02-03,113.77659013525215,-7.020542032458331,b'',
2023-02-03,113.77659013525215,-7.055264254680547,b'',
2023-02-04,113.77659013525215,-7.020542032458331,b'',
2023-02-04,113.77659013525215,-7.055264254680547,b'',
2023-02-05,113.77659013525215,-7.020542032458331,b'',
2023-02-05,113.77659013525215,-7.055264254680547,b'',
2023-02-06,113.77659013525215,-7.020542032458331,b'',
2023-02-06,113.77659013525215,-7.055264254680547,b'',
2023-02-07,113.77659013525215,-7.020542032458331,b'',
2023-02-07,113.77659013525215,-7.055264254680547,b'',
2023-02-08,113.77659013525215,-7.020542032458331,b'',
2023-02-08,113.77659013525215,-7.055264254680547,b'',
2023-02-09,113.77659013525215,-7.020542032458331,b'',
2023-02-09,113.77659013525215,-7.055264254680547,b'',
2023-02-10,113.77659013525215,-7.020542032458331,b'',
2023-02-10,113.77659013525215,-7.055264254680547,b'',
2023-02-11,113.77659013525215,-7.020542032458331,b'',
2023-02-11,113.77659013525215,-7.055264254680547,b'',
2023-02-12,113.77659013525215,-7.020542032458331,b'',
2023-02-12,113.77659013525215,-7.055264254680547,b'',
2023-02-13,113.77659013525215,-7.020542032458331,b'',
2023-02-13,113.77659013525215,-7.055264254680547,b'',
2023-02-14,113.77659013525215,-7.020542032458331,b'',
2023-02-14,113.77659013525215,-7.055264254680547,b'',
2023-02-15,113.77659013525215,-7.020542032458331,b'',
2023-02-15,113.77659013525215,-7.055264254680547,b'',
2023-02-16,113.77659013525215,-7.020542032458331,b'',
2023-02-16,113.77659013525215,-7.055264254680547,b'',
2023-02-17,113.77659013525215,-7.020542032458331,b'',
2023-02-17,113.77659013525215,-7.055264254680547,b'',
2023-02-18,113.77659013525215,-7.020542032458331,b'',
2023-02-18,113.77659013525215,-7.055264254680547,b'',
2023-02-19,113.77659013525215,-7.020542032458331,b'',
2023-02-19,113.77659013525215,-7.055264254680547,b'',
2023-02-20,113.77659013525215,-7.020542032458331,b'',
2023-02-20,113.77659013525215,-7.055264254680547,b'',
2023-02-21,113.77659013525215,-7.020542032458331,b'',
2023-02-21,113.77659013525215,-7.055264254680547,b'',
2023-02-22,113.77659013525215,-7.020542032458331,b'',
2023-02-22,113.77659013525215,-7.055264254680547,b'',
2023-02-23,113.77659013525215,-7.020542032458331,b'',
2023-02-23,113.77659013525215,-7.055264254680547,b'',
2023-02-24,113.77659013525215,-7.020542032458331,b'',
2023-02-24,113.77659013525215,-7.055264254680547,b'',
2023-02-25,113.77659013525215,-7.020542032458331,b'',
2023-02-25,113.77659013525215,-7.055264254680547,b'',
2023-02-26,113.77659013525215,-7.020542032458331,b'',
2023-02-26,113.77659013525215,-7.055264254680547,b'',
2023-02-27,113.77659013525215,-7.020542032458331,b'',8.77294e-06
2023-02-27,113.77659013525215,-7.055264254680547,b'',8.77294e-06
2023-02-28,113.77659013525215,-7.020542032458331,b'',
2023-02-28,113.77659013525215,-7.055264254680547,b'',
2023-03-01,113.77659013525215,-7.020542032458331,b'',
2023-03-01,113.77659013525215,-7.055264254680547,b'',
2023-03-02,113.77659013525215,-7.020542032458331,b'',
2023-03-02,113.77659013525215,-7.055264254680547,b'',
2023-03-03,113.77659013525215,-7.020542032458331,b'',
2023-03-03,113.77659013525215,-7.055264254680547,b'',
2023-03-04,113.77659013525215,-7.020542032458331,b'',
2023-03-04,113.77659013525215,-7.055264254680547,b'',
2023-03-05,113.77659013525215,-7.020542032458331,b'',
2023-03-05,113.77659013525215,-7.055264254680547,b'',
2023-03-06,113.77659013525215,-7.020542032458331,b'',-5.876702e-06
2023-03-06,113.77659013525215,-7.055264254680547,b'',7.003602e-06
2023-03-07,113.77659013525215,-7.020542032458331,b'',
2023-03-07,113.77659013525215,-7.055264254680547,b'',
2023-03-08,113.77659013525215,-7.020542032458331,b'',
2023-03-08,113.77659013525215,-7.055264254680547,b'',
2023-03-09,113.77659013525215,-7.020542032458331,b'',
2023-03-09,113.77659013525215,-7.055264254680547,b'',
2023-03-10,113.77659013525215,-7.020542032458331,b'',
2023-03-10,113.77659013525215,-7.055264254680547,b'',
2023-03-11,113.77659013525215,-7.020542032458331,b'',3.1033505e-05
2023-03-11,113.77659013525215,-7.055264254680547,b'',
2023-03-12,113.77659013525215,-7.020542032458331,b'',
2023-03-12,113.77659013525215,-7.055264254680547,b'',
2023-03-13,113.77659013525215,-7.020542032458331,b'',1.2438084e-05
2023-03-13,113.77659013525215,-7.055264254680547,b'',1.497514e-05
2023-03-14,113.77659013525215,-7.020542032458331,b'',
2023-03-14,113.77659013525215,-7.055264254680547,b'',
2023-03-15,113.77659013525215,-7.020542032458331,b'',-8.743368e-06
2023-03-15,113.77659013525215,-7.055264254680547,b'',
2023-03-16,113.77659013525215,-7.020542032458331,b'',7.580787e-06
2023-03-16,113.77659013525215,-7.055264254680547,b'',1.0543119e-05
2023-03-17,113.77659013525215,-7.020542032458331,b'',4.5531146e-06
2023-03-17,113.77659013525215,-7.055264254680547,b'',1.0038403e-05
2023-03-18,113.77659013525215,-7.020542032458331,b'',
2023-03-18,113.77659013525215,-7.055264254680547,b'',
2023-03-19,113.77659013525215,-7.020542032458331,b'',-1.2449793e-06
2023-03-19,113.77659013525215,-7.055264254680547,b'',3.8092378e-06
2023-03-20,113.77659013525215,-7.020542032458331,b'',
2023-03-20,113.77659013525215,-7.055264254680547,b'',
2023-03-21,113.77659013525215,-7.020542032458331,b'',
2023-03-21,113.77659013525215,-7.055264254680547,b'',
2023-03-22,113.77659013525215,-7.020542032458331,b'',
2023-03-22,113.77659013525215,-7.055264254680547,b'',
2023-03-23,113.77659013525215,-7.020542032458331,b'',
2023-03-23,113.77659013525215,-7.055264254680547,b'',
2023-03-24,113.77659013525215,-7.020542032458331,b'',
2023-03-24,113.77659013525215,-7.055264254680547,b'',
2023-03-25,113.77659013525215,-7.020542032458331,b'',-1.2548648e-05
2023-03-25,113.77659013525215,-7.055264254680547,b'',-4.7957988e-06
2023-03-26,113.77659013525215,-7.020542032458331,b'',
2023-03-26,113.77659013525215,-7.055264254680547,b'',
2023-03-27,113.77659013525215,-7.020542032458331,b'',2.4621891e-05
2023-03-27,113.77659013525215,-7.055264254680547,b'',2.635043e-05
2023-03-28,113.77659013525215,-7.020542032458331,b'',
2023-03-28,113.77659013525215,-7.055264254680547,b'',
2023-03-29,113.77659013525215,-7.020542032458331,b'',
2023-03-29,113.77659013525215,-7.055264254680547,b'',
2023-03-30,113.77659013525215,-7.020542032458331,b'',
2023-03-30,113.77659013525215,-7.055264254680547,b'',
2023-03-31,113.77659013525215,-7.020542032458331,b'',
2023-03-31,113.77659013525215,-7.055264254680547,b'',
2023-04-01,113.77659013525215,-7.020542032458331,b'',
2023-04-01,113.77659013525215,-7.055264254680547,b'',
2023-04-02,113.77659013525215,-7.020542032458331,b'',
2023-04-02,113.77659013525215,-7.055264254680547,b'',
2023-04-03,113.77659013525215,-7.020542032458331,b'',
2023-04-03,113.77659013525215,-7.055264254680547,b'',
2023-04-04,113.77659013525215,-7.020542032458331,b'',
2023-04-04,113.77659013525215,-7.055264254680547,b'',
2023-04-05,113.77659013525215,-7.020542032458331,b'',
2023-04-05,113.77659013525215,-7.055264254680547,b'',
2023-04-06,113.77659013525215,-7.020542032458331,b'',
2023-04-06,113.77659013525215,-7.055264254680547,b'',
2023-04-07,113.77659013525215,-7.020542032458331,b'',
2023-04-07,113.77659013525215,-7.055264254680547,b'',
2023-04-08,113.77659013525215,-7.020542032458331,b'',
2023-04-08,113.77659013525215,-7.055264254680547,b'',
2023-04-09,113.77659013525215,-7.020542032458331,b'',
2023-04-09,113.77659013525215,-7.055264254680547,b'',-4.1491867e-06
2023-04-10,113.77659013525215,-7.020542032458331,b'',
2023-04-10,113.77659013525215,-7.055264254680547,b'',
2023-04-11,113.77659013525215,-7.020542032458331,b'',
2023-04-11,113.77659013525215,-7.055264254680547,b'',
2023-04-12,113.77659013525215,-7.020542032458331,b'',
2023-04-12,113.77659013525215,-7.055264254680547,b'',
2023-04-13,113.77659013525215,-7.020542032458331,b'',
2023-04-13,113.77659013525215,-7.055264254680547,b'',
2023-04-14,113.77659013525215,-7.020542032458331,b'',
2023-04-14,113.77659013525215,-7.055264254680547,b'',
2023-04-15,113.77659013525215,-7.020542032458331,b'',
2023-04-15,113.77659013525215,-7.055264254680547,b'',
2023-04-16,113.77659013525215,-7.020542032458331,b'',
2023-04-16,113.77659013525215,-7.055264254680547,b'',
2023-04-17,113.77659013525215,-7.020542032458331,b'',
2023-04-17,113.77659013525215,-7.055264254680547,b'',
2023-04-18,113.77659013525215,-7.020542032458331,b'',3.786045e-06
2023-04-18,113.77659013525215,-7.055264254680547,b'',1.1037389e-05
2023-04-19,113.77659013525215,-7.020542032458331,b'',2.4354453e-05
2023-04-19,113.77659013525215,-7.055264254680547,b'',2.783033e-06
2023-04-21,113.77659013525215,-7.020542032458331,b'',
2023-04-21,113.77659013525215,-7.055264254680547,b'',
2023-04-22,113.77659013525215,-7.020542032458331,b'',
2023-04-22,113.77659013525215,-7.055264254680547,b'',1.3348475e-05
2023-04-23,113.77659013525215,-7.020542032458331,b'',2.7634916e-05
2023-04-23,113.77659013525215,-7.055264254680547,b'',2.7634916e-05
2023-04-24,113.77659013525215,-7.020542032458331,b'',7.906058e-06
2023-04-24,113.77659013525215,-7.055264254680547,b'',1.4641825e-05
2023-04-25,113.77659013525215,-7.020542032458331,b'',
2023-04-25,113.77659013525215,-7.055264254680547,b'',
2023-04-26,113.77659013525215,-7.020542032458331,b'',
2023-04-26,113.77659013525215,-7.055264254680547,b'',
2023-04-27,113.77659013525215,-7.020542032458331,b'',
2023-04-27,113.77659013525215,-7.055264254680547,b'',
2023-04-28,113.77659013525215,-7.020542032458331,b'',
2023-04-28,113.77659013525215,-7.055264254680547,b'',
2023-04-29,113.77659013525215,-7.020542032458331,b'',
2023-04-29,113.77659013525215,-7.055264254680547,b'',
2023-04-30,113.77659013525215,-7.020542032458331,b'',9.2590935e-06
2023-04-30,113.77659013525215,-7.055264254680547,b'',1.8465826e-05
2023-05-01,113.77659013525215,-7.020542032458331,b'',1.1002636e-05
2023-05-01,113.77659013525215,-7.055264254680547,b'',2.0120693e-05
2023-05-02,113.77659013525215,-7.020542032458331,b'',
2023-05-02,113.77659013525215,-7.055264254680547,b'',
2023-05-03,113.77659013525215,-7.020542032458331,b'',
2023-05-03,113.77659013525215,-7.055264254680547,b'',
2023-05-04,113.77659013525215,-7.020542032458331,b'',1.5121639e-05
2023-05-04,113.77659013525215,-7.055264254680547,b'',1.5121639e-05
2023-05-05,113.77659013525215,-7.020542032458331,b'',
2023-05-05,113.77659013525215,-7.055264254680547,b'',-6.470592e-07
2023-05-06,113.77659013525215,-7.020542032458331,b'',
2023-05-06,113.77659013525215,-7.055264254680547,b'',
2023-05-07,113.77659013525215,-7.020542032458331,b'',1.1082954e-05
2023-05-07,113.77659013525215,-7.055264254680547,b'',1.1082954e-05
2023-05-08,113.77659013525215,-7.020542032458331,b'',1.6051987e-05
2023-05-08,113.77659013525215,-7.055264254680547,b'',1.6051987e-05
2023-05-09,113.77659013525215,-7.020542032458331,b'',
2023-05-09,113.77659013525215,-7.055264254680547,b'',
2023-05-10,113.77659013525215,-7.020542032458331,b'',
2023-05-10,113.77659013525215,-7.055264254680547,b'',
2023-05-11,113.77659013525215,-7.020542032458331,b'',
2023-05-11,113.77659013525215,-7.055264254680547,b'',
2023-05-12,113.77659013525215,-7.020542032458331,b'',1.5354209e-06
2023-05-12,113.77659013525215,-7.055264254680547,b'',7.985752e-06
2023-05-13,113.77659013525215,-7.020542032458331,b'',1.44068235e-05
2023-05-13,113.77659013525215,-7.055264254680547,b'',1.44068235e-05
2023-05-14,113.77659013525215,-7.020542032458331,b'',-5.7802727e-06
2023-05-14,113.77659013525215,-7.055264254680547,b'',1.4093818e-05
2023-05-15,113.77659013525215,-7.020542032458331,b'',1.2847815e-05
2023-05-15,113.77659013525215,-7.055264254680547,b'',2.2087776e-05
2023-05-16,113.77659013525215,-7.020542032458331,b'',
2023-05-16,113.77659013525215,-7.055264254680547,b'',
2023-05-17,113.77659013525215,-7.020542032458331,b'',
2023-05-17,113.77659013525215,-7.055264254680547,b'',
2023-05-18,113.77659013525215,-7.020542032458331,b'',1.6458023e-05
2023-05-18,113.77659013525215,-7.055264254680547,b'',1.6458023e-05
2023-05-19,113.77659013525215,-7.020542032458331,b'',-7.5972645e-07
2023-05-19,113.77659013525215,-7.055264254680547,b'',1.2169431e-05
2023-05-20,113.77659013525215,-7.020542032458331,b'',5.9993845e-06
2023-05-20,113.77659013525215,-7.055264254680547,b'',2.844862e-06
2023-05-21,113.77659013525215,-7.020542032458331,b'',3.297354e-06
2023-05-21,113.77659013525215,-7.055264254680547,b'',1.1081306e-05
2023-05-22,113.77659013525215,-7.020542032458331,b'',9.1575413e-07
2023-05-22,113.77659013525215,-7.055264254680547,b'',7.80271e-06
2023-05-23,113.77659013525215,-7.020542032458331,b'',1.2603669e-05
2023-05-23,113.77659013525215,-7.055264254680547,b'',
2023-05-24,113.77659013525215,-7.020542032458331,b'',5.2515807e-06
2023-05-24,113.77659013525215,-7.055264254680547,b'',1.7006372e-05
2023-05-25,113.77659013525215,-7.020542032458331,b'',9.065735e-06
2023-05-25,113.77659013525215,-7.055264254680547,b'',6.7823403e-06
2023-05-26,113.77659013525215,-7.020542032458331,b'',2.199367e-05
2023-05-26,113.77659013525215,-7.055264254680547,b'',1.1614501e-05
2023-05-27,113.77659013525215,-7.020542032458331,b'',1.2090957e-05
2023-05-27,113.77659013525215,-7.055264254680547,b'',1.2090957e-05
2023-05-28,113.77659013525215,-7.020542032458331,b'',-1.1431031e-06
2023-05-28,113.77659013525215,-7.055264254680547,b'',1.5638218e-05
2023-05-29,113.77659013525215,-7.020542032458331,b'',1.3377013e-05
2023-05-29,113.77659013525215,-7.055264254680547,b'',-9.4619526e-07
2023-05-30,113.77659013525215,-7.020542032458331,b'',3.343724e-05
2023-05-30,113.77659013525215,-7.055264254680547,b'',3.343724e-05
2023-05-31,113.77659013525215,-7.020542032458331,b'',8.087218e-06
2023-05-31,113.77659013525215,-7.055264254680547,b'',1.6681359e-05
2023-06-01,113.77659013525215,-7.020542032458331,b'',8.933707e-06
2023-06-01,113.77659013525215,-7.055264254680547,b'',1.44972755e-05
2023-06-02,113.77659013525215,-7.020542032458331,b'',
2023-06-02,113.77659013525215,-7.055264254680547,b'',
2023-06-03,113.77659013525215,-7.020542032458331,b'',5.726144e-06
2023-06-03,113.77659013525215,-7.055264254680547,b'',5.726144e-06
2023-06-04,113.77659013525215,-7.020542032458331,b'',2.562807e-05
2023-06-04,113.77659013525215,-7.055264254680547,b'',1.10047e-05
2023-06-05,113.77659013525215,-7.020542032458331,b'',1.2723022e-05
2023-06-05,113.77659013525215,-7.055264254680547,b'',2.384993e-05
2023-06-06,113.77659013525215,-7.020542032458331,b'',
2023-06-06,113.77659013525215,-7.055264254680547,b'',3.7055427e-06
2023-06-07,113.77659013525215,-7.020542032458331,b'',
2023-06-07,113.77659013525215,-7.055264254680547,b'',
2023-06-08,113.77659013525215,-7.020542032458331,b'',9.804799e-06
2023-06-08,113.77659013525215,-7.055264254680547,b'',9.804799e-06
2023-06-09,113.77659013525215,-7.020542032458331,b'',-3.0716517e-06
2023-06-09,113.77659013525215,-7.055264254680547,b'',-3.0716517e-06
2023-06-10,113.77659013525215,-7.020542032458331,b'',4.025726e-06
